session,params,fit,nb_mean,nb_min,robust,n,tpd,R,R_trade,pfR,t,R_h1,R_h2,maxDD
NY,"{""offset"": 0, ""window"": 120, ""exit"": ""run"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 1, ""stack_trig"": ""bos"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 15.0, ""big_sl"": 30.0, ""big_tp"": 115.0, ""std_sl"": 30.0, ""std_tp"": 30.0, ""leg_gap"": 20.0, ""leg_sl"": 35.0, ""leg_tp"": 60.0, ""min_fv"": 150.0, ""min_bos"": 15.0, ""disp_pts"": 40.0, ""stack_gap"": 10.0}",2.977,2.733,-1.0,2.733,233,0.66,103.04,0.4422,1.623,2.977,60.43,42.61,-10.02
NY,"{""offset"": 0, ""window"": 90, ""exit"": ""run"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 6, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""both"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 15.0, ""big_sl"": 35.0, ""big_tp"": 115.0, ""std_sl"": 30.0, ""std_tp"": 42.0, ""leg_gap"": 20.0, ""leg_sl"": 45.0, ""leg_tp"": 115.0, ""min_fv"": 125.0, ""min_bos"": 10.0, ""disp_pts"": 25.0, ""stack_gap"": 20.0}",2.974,2.378,-1.0,2.378,233,0.66,96.63,0.4147,1.613,2.974,59.77,36.87,-8.42
NY,"{""offset"": 0, ""window"": 90, ""exit"": ""run"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 6, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 1, ""stack_trig"": ""fvg"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 20.0, ""big_sl"": 35.0, ""big_tp"": 115.0, ""std_sl"": 20.0, ""std_tp"": 50.0, ""leg_gap"": 15.0, ""leg_sl"": 35.0, ""leg_tp"": 115.0, ""min_fv"": 150.0, ""min_bos"": 15.0, ""disp_pts"": 15.0, ""stack_gap"": 10.0}",2.974,2.696,-1.0,2.696,240,0.68,100.4,0.4183,1.614,2.974,59.51,40.88,-9.09
NY,"{""offset"": 0, ""window"": 120, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": true, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 2, ""stack_trig"": ""fvg"", ""stack_size"": 1.0, ""ma"": 50, ""big_thr"": 15.0, ""big_sl"": 30.0, ""big_tp"": 115.0, ""std_sl"": 20.0, ""std_tp"": 30.0, ""leg_gap"": 15.0, ""leg_sl"": 45.0, ""leg_tp"": 90.0, ""min_fv"": 200.0, ""min_bos"": 5.0, ""disp_pts"": 30.0, ""stack_gap"": 15.0}",2.974,2.677,-1.0,2.677,285,0.81,112.29,0.394,1.564,2.974,74.35,37.94,-16.29
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 3, ""stack_trig"": ""bos"", ""stack_size"": 1.0, ""ma"": 50, ""big_thr"": 15.0, ""big_sl"": 50.0, ""big_tp"": 130.0, ""std_sl"": 35.0, ""std_tp"": 50.0, ""leg_gap"": 20.0, ""leg_sl"": 25.0, ""leg_tp"": 140.0, ""min_fv"": 100.0, ""min_bos"": 20.0, ""disp_pts"": 40.0, ""stack_gap"": 10.0}",2.973,2.688,-1.0,2.688,233,0.66,82.35,0.3534,1.639,2.973,47.12,35.23,-10.01
NY,"{""offset"": 0, ""window"": 120, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 4, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 2, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 200, ""big_thr"": 10.0, ""big_sl"": 25.0, ""big_tp"": 150.0, ""std_sl"": 30.0, ""std_tp"": 30.0, ""leg_gap"": 20.0, ""leg_sl"": 35.0, ""leg_tp"": 115.0, ""min_fv"": 150.0, ""min_bos"": 15.0, ""disp_pts"": 30.0, ""stack_gap"": 10.0}",2.973,2.662,-1.0,2.662,267,0.76,142.15,0.5324,1.687,2.973,67.35,74.8,-17.84
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""run"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 6, ""rev_mode"": ""std"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""both"", ""stack_size"": 0.5, ""ma"": 100, ""big_thr"": 10.0, ""big_sl"": 25.0, ""big_tp"": 150.0, ""std_sl"": 20.0, ""std_tp"": 50.0, ""leg_gap"": 15.0, ""leg_sl"": 45.0, ""leg_tp"": 140.0, ""min_fv"": 80.0, ""min_bos"": 20.0, ""disp_pts"": 15.0, ""stack_gap"": 15.0}",2.972,2.56,-1.0,2.56,492,1.4,158.64,0.3224,1.47,2.972,95.39,63.25,-31.83
NY,"{""offset"": 0, ""window"": 90, ""exit"": ""run"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""fvg"", ""stack_size"": 1.0, ""ma"": 200, ""big_thr"": 25.0, ""big_sl"": 25.0, ""big_tp"": 130.0, ""std_sl"": 15.0, ""std_tp"": 50.0, ""leg_gap"": 15.0, ""leg_sl"": 35.0, ""leg_tp"": 115.0, ""min_fv"": 200.0, ""min_bos"": 20.0, ""disp_pts"": 15.0, ""stack_gap"": 15.0}",2.972,2.91,2.498,2.91,275,0.78,137.83,0.5012,1.647,2.972,55.44,82.39,-17.25
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 50, ""big_thr"": 20.0, ""big_sl"": 35.0, ""big_tp"": 130.0, ""std_sl"": 20.0, ""std_tp"": 42.0, ""leg_gap"": 10.0, ""leg_sl"": 45.0, ""leg_tp"": 60.0, ""min_fv"": 150.0, ""min_bos"": 15.0, ""disp_pts"": 40.0, ""stack_gap"": 20.0}",2.967,2.366,-1.0,2.366,247,0.7,94.38,0.3821,1.611,2.967,55.68,38.7,-8.7
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""run"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 4, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""both"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 15.0, ""big_sl"": 30.0, ""big_tp"": 115.0, ""std_sl"": 30.0, ""std_tp"": 30.0, ""leg_gap"": 15.0, ""leg_sl"": 35.0, ""leg_tp"": 60.0, ""min_fv"": 100.0, ""min_bos"": 15.0, ""disp_pts"": 25.0, ""stack_gap"": 10.0}",2.966,2.962,2.757,2.962,240,0.68,103.82,0.4326,1.612,2.966,60.59,43.22,-11.07
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""run"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 1, ""stack_trig"": ""bos"", ""stack_size"": 0.5, ""ma"": 100, ""big_thr"": 10.0, ""big_sl"": 30.0, ""big_tp"": 115.0, ""std_sl"": 25.0, ""std_tp"": 50.0, ""leg_gap"": 25.0, ""leg_sl"": 35.0, ""leg_tp"": 90.0, ""min_fv"": 200.0, ""min_bos"": 0.0, ""disp_pts"": 25.0, ""stack_gap"": 15.0}",2.965,2.911,2.334,2.911,239,0.68,103.58,0.4334,1.599,2.965,58.82,44.76,-11.07
NY,"{""offset"": 0, ""window"": 120, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 2, ""stack_trig"": ""both"", ""stack_size"": 0.5, ""ma"": 100, ""big_thr"": 20.0, ""big_sl"": 30.0, ""big_tp"": 130.0, ""std_sl"": 35.0, ""std_tp"": 60.0, ""leg_gap"": 20.0, ""leg_sl"": 45.0, ""leg_tp"": 140.0, ""min_fv"": 200.0, ""min_bos"": 20.0, ""disp_pts"": 20.0, ""stack_gap"": 15.0}",2.965,2.697,-1.0,2.697,242,0.69,110.06,0.4548,1.645,2.965,67.24,42.83,-12.63
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 2, ""rev_mode"": ""mixed"", ""wait_open"": false, ""maxpos"": 2, ""stack_trig"": ""fvg"", ""stack_size"": 0.5, ""ma"": 200, ""big_thr"": 15.0, ""big_sl"": 40.0, ""big_tp"": 115.0, ""std_sl"": 25.0, ""std_tp"": 60.0, ""leg_gap"": 25.0, ""leg_sl"": 25.0, ""leg_tp"": 140.0, ""min_fv"": 200.0, ""min_bos"": 20.0, ""disp_pts"": 15.0, ""stack_gap"": 20.0}",2.964,2.341,-1.0,2.341,284,0.81,88.76,0.3125,1.499,2.964,56.7,32.06,-11.19
NY,"{""offset"": 0, ""window"": 120, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 4, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 2, ""stack_trig"": ""bos"", ""stack_size"": 1.0, ""ma"": 50, ""big_thr"": 20.0, ""big_sl"": 25.0, ""big_tp"": 150.0, ""std_sl"": 15.0, ""std_tp"": 42.0, ""leg_gap"": 25.0, ""leg_sl"": 25.0, ""leg_tp"": 60.0, ""min_fv"": 40.0, ""min_bos"": 5.0, ""disp_pts"": 20.0, ""stack_gap"": 15.0}",2.964,2.469,-1.0,2.469,223,0.64,123.47,0.5537,1.712,2.964,66.74,56.73,-12.57
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""run"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 6, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 1, ""stack_trig"": ""both"", ""stack_size"": 0.5, ""ma"": 200, ""big_thr"": 10.0, ""big_sl"": 25.0, ""big_tp"": 150.0, ""std_sl"": 30.0, ""std_tp"": 35.0, ""leg_gap"": 15.0, ""leg_sl"": 25.0, ""leg_tp"": 90.0, ""min_fv"": 100.0, ""min_bos"": 10.0, ""disp_pts"": 40.0, ""stack_gap"": 20.0}",2.963,2.705,-1.0,2.705,275,0.78,149.69,0.5443,1.68,2.963,62.45,87.24,-19.83
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""run"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 1, ""stack_trig"": ""both"", ""stack_size"": 0.5, ""ma"": 100, ""big_thr"": 10.0, ""big_sl"": 25.0, ""big_tp"": 130.0, ""std_sl"": 20.0, ""std_tp"": 30.0, ""leg_gap"": 25.0, ""leg_sl"": 25.0, ""leg_tp"": 90.0, ""min_fv"": 80.0, ""min_bos"": 20.0, ""disp_pts"": 15.0, ""stack_gap"": 10.0}",2.963,2.411,-1.0,2.411,239,0.68,124.4,0.5205,1.662,2.963,60.77,63.64,-10.73
NY,"{""offset"": 0, ""window"": 150, ""exit"": ""run"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 6, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 1, ""stack_trig"": ""fvg"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 20.0, ""big_sl"": 25.0, ""big_tp"": 100.0, ""std_sl"": 20.0, ""std_tp"": 30.0, ""leg_gap"": 25.0, ""leg_sl"": 35.0, ""leg_tp"": 115.0, ""min_fv"": 100.0, ""min_bos"": 15.0, ""disp_pts"": 30.0, ""stack_gap"": 15.0}",2.959,2.675,-1.0,2.675,223,0.64,100.27,0.4497,1.618,2.959,58.49,41.78,-10.08
NY,"{""offset"": 0, ""window"": 90, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 1, ""rev_mode"": ""std"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""both"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 25.0, ""big_sl"": 35.0, ""big_tp"": 130.0, ""std_sl"": 25.0, ""std_tp"": 60.0, ""leg_gap"": 15.0, ""leg_sl"": 45.0, ""leg_tp"": 140.0, ""min_fv"": 200.0, ""min_bos"": 15.0, ""disp_pts"": 25.0, ""stack_gap"": 10.0}",2.957,2.84,2.342,2.84,386,1.1,122.73,0.318,1.545,2.957,87.25,35.48,-17.09
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": false, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 1, ""stack_trig"": ""both"", ""stack_size"": 0.5, ""ma"": 100, ""big_thr"": 10.0, ""big_sl"": 30.0, ""big_tp"": 115.0, ""std_sl"": 20.0, ""std_tp"": 35.0, ""leg_gap"": 25.0, ""leg_sl"": 35.0, ""leg_tp"": 140.0, ""min_fv"": 60.0, ""min_bos"": 20.0, ""disp_pts"": 30.0, ""stack_gap"": 15.0}",2.956,2.73,-1.0,2.73,279,0.79,103.02,0.3692,1.531,2.956,59.43,43.59,-15.33
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": true, ""leg_max"": 4, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 3, ""stack_trig"": ""bos"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 10.0, ""big_sl"": 35.0, ""big_tp"": 115.0, ""std_sl"": 35.0, ""std_tp"": 30.0, ""leg_gap"": 25.0, ""leg_sl"": 45.0, ""leg_tp"": 140.0, ""min_fv"": 60.0, ""min_bos"": 20.0, ""disp_pts"": 20.0, ""stack_gap"": 15.0}",2.956,2.922,2.768,2.922,276,0.79,96.42,0.3494,1.54,2.956,60.02,36.4,-12.17
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""std"", ""wait_open"": false, ""maxpos"": 2, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 50, ""big_thr"": 10.0, ""big_sl"": 25.0, ""big_tp"": 150.0, ""std_sl"": 20.0, ""std_tp"": 35.0, ""leg_gap"": 15.0, ""leg_sl"": 45.0, ""leg_tp"": 90.0, ""min_fv"": 200.0, ""min_bos"": 15.0, ""disp_pts"": 15.0, ""stack_gap"": 15.0}",2.956,2.692,-1.0,2.692,293,0.83,126.47,0.4316,1.619,2.956,79.49,46.98,-19.24
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 4, ""rev_mode"": ""disp_fv"", ""wait_open"": true, ""maxpos"": 1, ""stack_trig"": ""both"", ""stack_size"": 0.5, ""ma"": 100, ""big_thr"": 10.0, ""big_sl"": 30.0, ""big_tp"": 115.0, ""std_sl"": 30.0, ""std_tp"": 42.0, ""leg_gap"": 15.0, ""leg_sl"": 35.0, ""leg_tp"": 115.0, ""min_fv"": 100.0, ""min_bos"": 0.0, ""disp_pts"": 30.0, ""stack_gap"": 20.0}",2.95,2.634,-1.0,2.634,297,0.85,106.49,0.3586,1.518,2.95,71.39,35.1,-17.63
NY,"{""offset"": 0, ""window"": 90, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 1, ""rev_mode"": ""std"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""fvg"", ""stack_size"": 1.0, ""ma"": 100, ""big_thr"": 25.0, ""big_sl"": 30.0, ""big_tp"": 80.0, ""std_sl"": 30.0, ""std_tp"": 60.0, ""leg_gap"": 20.0, ""leg_sl"": 45.0, ""leg_tp"": 140.0, ""min_fv"": 200.0, ""min_bos"": 5.0, ""disp_pts"": 15.0, ""stack_gap"": 15.0}",2.95,2.649,-1.0,2.649,378,1.08,95.72,0.2532,1.419,2.95,67.47,28.25,-20.41
NY,"{""offset"": 0, ""window"": 90, ""exit"": ""run"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 1, ""stack_trig"": ""bos"", ""stack_size"": 1.0, ""ma"": 50, ""big_thr"": 15.0, ""big_sl"": 30.0, ""big_tp"": 115.0, ""std_sl"": 30.0, ""std_tp"": 60.0, ""leg_gap"": 20.0, ""leg_sl"": 35.0, ""leg_tp"": 90.0, ""min_fv"": 150.0, ""min_bos"": 5.0, ""disp_pts"": 20.0, ""stack_gap"": 15.0}",2.949,2.703,-1.0,2.703,223,0.64,98.28,0.4407,1.609,2.949,55.88,42.39,-10.02
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 1, ""rev_mode"": ""disp_fv"", ""wait_open"": false, ""maxpos"": 2, ""stack_trig"": ""both"", ""stack_size"": 0.5, ""ma"": 200, ""big_thr"": 15.0, ""big_sl"": 25.0, ""big_tp"": 150.0, ""std_sl"": 25.0, ""std_tp"": 60.0, ""leg_gap"": 20.0, ""leg_sl"": 45.0, ""leg_tp"": 90.0, ""min_fv"": 150.0, ""min_bos"": 0.0, ""disp_pts"": 40.0, ""stack_gap"": 20.0}",2.945,2.625,-1.0,2.625,280,0.8,128.06,0.4574,1.603,2.945,54.99,73.08,-14.98
NY,"{""offset"": 0, ""window"": 90, ""exit"": ""run"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 50, ""big_thr"": 20.0, ""big_sl"": 40.0, ""big_tp"": 100.0, ""std_sl"": 30.0, ""std_tp"": 35.0, ""leg_gap"": 15.0, ""leg_sl"": 25.0, ""leg_tp"": 60.0, ""min_fv"": 100.0, ""min_bos"": 5.0, ""disp_pts"": 15.0, ""stack_gap"": 20.0}",2.945,2.121,-1.0,2.121,238,0.68,80.32,0.3375,1.551,2.945,53.82,26.5,-9.44
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 4, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 2, ""stack_trig"": ""bos"", ""stack_size"": 0.5, ""ma"": 200, ""big_thr"": 15.0, ""big_sl"": 25.0, ""big_tp"": 100.0, ""std_sl"": 25.0, ""std_tp"": 60.0, ""leg_gap"": 15.0, ""leg_sl"": 45.0, ""leg_tp"": 90.0, ""min_fv"": 200.0, ""min_bos"": 15.0, ""disp_pts"": 30.0, ""stack_gap"": 10.0}",2.944,2.695,-1.0,2.695,275,0.78,112.33,0.4085,1.577,2.944,62.97,49.36,-14.25
NY,"{""offset"": 0, ""window"": 150, ""exit"": ""run"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 4, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 2, ""stack_trig"": ""both"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 10.0, ""big_sl"": 25.0, ""big_tp"": 150.0, ""std_sl"": 30.0, ""std_tp"": 50.0, ""leg_gap"": 20.0, ""leg_sl"": 45.0, ""leg_tp"": 115.0, ""min_fv"": 150.0, ""min_bos"": 10.0, ""disp_pts"": 40.0, ""stack_gap"": 10.0}",2.944,2.434,-1.0,2.434,233,0.66,136.58,0.5862,1.745,2.944,71.68,64.9,-16.61
NY,"{""offset"": 0, ""window"": 120, ""exit"": ""run"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 4, ""rev_mode"": ""disp_fv"", ""wait_open"": true, ""maxpos"": 1, ""stack_trig"": ""fvg"", ""stack_size"": 1.0, ""ma"": 50, ""big_thr"": 15.0, ""big_sl"": 25.0, ""big_tp"": 130.0, ""std_sl"": 35.0, ""std_tp"": 42.0, ""leg_gap"": 25.0, ""leg_sl"": 25.0, ""leg_tp"": 140.0, ""min_fv"": 200.0, ""min_bos"": 15.0, ""disp_pts"": 30.0, ""stack_gap"": 15.0}",2.943,2.639,-1.0,2.639,251,0.72,130.03,0.518,1.657,2.943,66.16,63.86,-16.19
NY,"{""offset"": 0, ""window"": 150, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 3, ""stack_trig"": ""bos"", ""stack_size"": 0.5, ""ma"": 100, ""big_thr"": 15.0, ""big_sl"": 25.0, ""big_tp"": 80.0, ""std_sl"": 35.0, ""std_tp"": 60.0, ""leg_gap"": 10.0, ""leg_sl"": 45.0, ""leg_tp"": 140.0, ""min_fv"": 200.0, ""min_bos"": 10.0, ""disp_pts"": 20.0, ""stack_gap"": 20.0}",2.942,2.281,-1.0,2.281,256,0.73,102.84,0.4017,1.582,2.942,54.09,48.75,-12.91
NY,"{""offset"": 0, ""window"": 150, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 4, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 1, ""stack_trig"": ""both"", ""stack_size"": 0.5, ""ma"": 100, ""big_thr"": 20.0, ""big_sl"": 25.0, ""big_tp"": 100.0, ""std_sl"": 25.0, ""std_tp"": 30.0, ""leg_gap"": 20.0, ""leg_sl"": 35.0, ""leg_tp"": 90.0, ""min_fv"": 60.0, ""min_bos"": 20.0, ""disp_pts"": 20.0, ""stack_gap"": 10.0}",2.942,2.553,-1.0,2.553,242,0.69,105.99,0.438,1.606,2.942,62.98,43.01,-12.13
NY,"{""offset"": 0, ""window"": 90, ""exit"": ""run"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""disp_fv"", ""wait_open"": true, ""maxpos"": 2, ""stack_trig"": ""fvg"", ""stack_size"": 1.0, ""ma"": 50, ""big_thr"": 20.0, ""big_sl"": 25.0, ""big_tp"": 115.0, ""std_sl"": 30.0, ""std_tp"": 50.0, ""leg_gap"": 10.0, ""leg_sl"": 35.0, ""leg_tp"": 90.0, ""min_fv"": 80.0, ""min_bos"": 10.0, ""disp_pts"": 40.0, ""stack_gap"": 10.0}",2.94,2.621,-1.0,2.621,293,0.83,133.06,0.4541,1.61,2.94,67.66,65.4,-14.96
NY,"{""offset"": 0, ""window"": 120, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 6, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 2, ""stack_trig"": ""fvg"", ""stack_size"": 1.0, ""ma"": 100, ""big_thr"": 10.0, ""big_sl"": 25.0, ""big_tp"": 130.0, ""std_sl"": 30.0, ""std_tp"": 30.0, ""leg_gap"": 15.0, ""leg_sl"": 45.0, ""leg_tp"": 115.0, ""min_fv"": 60.0, ""min_bos"": 5.0, ""disp_pts"": 30.0, ""stack_gap"": 10.0}",2.94,2.461,-1.0,2.461,230,0.66,117.17,0.5094,1.662,2.94,61.66,55.51,-10.73
NY,"{""offset"": 0, ""window"": 150, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 1, ""stack_trig"": ""bos"", ""stack_size"": 1.0, ""ma"": 50, ""big_thr"": 25.0, ""big_sl"": 25.0, ""big_tp"": 130.0, ""std_sl"": 15.0, ""std_tp"": 42.0, ""leg_gap"": 15.0, ""leg_sl"": 35.0, ""leg_tp"": 60.0, ""min_fv"": 200.0, ""min_bos"": 5.0, ""disp_pts"": 40.0, ""stack_gap"": 10.0}",2.938,2.762,1.452,2.762,223,0.64,114.47,0.5133,1.664,2.938,57.96,56.51,-9.71
NY,"{""offset"": 0, ""window"": 120, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 6, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 3, ""stack_trig"": ""bos"", ""stack_size"": 1.0, ""ma"": 200, ""big_thr"": 15.0, ""big_sl"": 25.0, ""big_tp"": 130.0, ""std_sl"": 30.0, ""std_tp"": 60.0, ""leg_gap"": 20.0, ""leg_sl"": 25.0, ""leg_tp"": 60.0, ""min_fv"": 40.0, ""min_bos"": 5.0, ""disp_pts"": 40.0, ""stack_gap"": 10.0}",2.938,2.465,-1.0,2.465,267,0.76,129.94,0.4867,1.637,2.938,57.74,72.2,-13.33
NY,"{""offset"": 0, ""window"": 150, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 2, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 0, ""big_thr"": 15.0, ""big_sl"": 40.0, ""big_tp"": 115.0, ""std_sl"": 20.0, ""std_tp"": 50.0, ""leg_gap"": 10.0, ""leg_sl"": 45.0, ""leg_tp"": 140.0, ""min_fv"": 200.0, ""min_bos"": 0.0, ""disp_pts"": 25.0, ""stack_gap"": 20.0}",2.937,2.385,-1.0,2.385,323,0.92,108.0,0.3344,1.51,2.937,60.26,47.74,-11.31
NY,"{""offset"": 0, ""window"": 90, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 1, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 100, ""big_thr"": 10.0, ""big_sl"": 25.0, ""big_tp"": 115.0, ""std_sl"": 20.0, ""std_tp"": 35.0, ""leg_gap"": 20.0, ""leg_sl"": 35.0, ""leg_tp"": 140.0, ""min_fv"": 200.0, ""min_bos"": 10.0, ""disp_pts"": 30.0, ""stack_gap"": 10.0}",2.932,2.922,2.676,2.922,291,0.83,125.06,0.4298,1.569,2.932,76.5,48.56,-16.9
NY,"{""offset"": 0, ""window"": 90, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 1, ""stack_trig"": ""fvg"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 15.0, ""big_sl"": 25.0, ""big_tp"": 130.0, ""std_sl"": 20.0, ""std_tp"": 42.0, ""leg_gap"": 15.0, ""leg_sl"": 35.0, ""leg_tp"": 60.0, ""min_fv"": 60.0, ""min_bos"": 5.0, ""disp_pts"": 15.0, ""stack_gap"": 20.0}",2.931,2.691,-1.0,2.691,238,0.68,118.92,0.4997,1.678,2.931,68.09,50.83,-9.66
NY,"{""offset"": 0, ""window"": 120, ""exit"": ""run"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 1, ""stack_trig"": ""bos"", ""stack_size"": 1.0, ""ma"": 200, ""big_thr"": 10.0, ""big_sl"": 25.0, ""big_tp"": 130.0, ""std_sl"": 30.0, ""std_tp"": 60.0, ""leg_gap"": 10.0, ""leg_sl"": 45.0, ""leg_tp"": 115.0, ""min_fv"": 125.0, ""min_bos"": 10.0, ""disp_pts"": 20.0, ""stack_gap"": 10.0}",2.931,2.202,-1.0,2.202,253,0.72,125.01,0.4941,1.623,2.931,55.09,69.91,-14.67
